id,تاریخ,کد ملک,نوع ملک,نام مالک,تلفن ,آدرس,تعداد طبقات,تعداد واحد در طبقه,قیمت کل,قیمت واحد,آنالیز قیمت,طبقه,زیربنا,خواب,تلفن,آشپزخانه,سرویس,کفپوش,OPEN,پارکینگ,انباری,بالکن,تجهیزات و امکانات,سن بنا,وضعیت ملک,نما,وضعیت سند,موقعیت مکانی
603,1404/07/12,10524846,آپارتمان,مخفی,,وحیدیه خ واشقانی,4,1,"5,900,000,000 تومان","71,084,000 تومان",20,4,83,2,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر پکیج گاز ,20,مسکونی,سنگ,شخصي,شمالی
604,1404/07/12,10571211,آپارتمان,مخفی,,یوسف آباد خ مدبر,5,3,"18,060,000,000 تومان","210,000,000 تومان",نوساز,4,86,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور پکیج گاز ,نوساز,تخلیه,سنگ,شخصي,جنوبی
605,1404/07/13,10729748,آپارتمان,مخفی,,مجیدیه جنوبی خ همایی,4,2,"10,500,000,000 تومان","99,056,000 تومان",30,3,106,2,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر گاز ,30,تخلیه,سنگ,شخصي,شمالی
606,1404/07/12,10587625,آپارتمان,مخفی,,خواجه نظام بین نامجو و اجاره دار,4,1,"3,900,000,000 تومان","72,222,000 تومان",18,2,54,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,18,اجاره,سنگ,شخصي,شمالی
607,1404/07/12,10497543,آپارتمان,مخفی,,شریعتی خ موسیوند,10,8,"55,000,000,000 تومان","339,506,000 تومان",نوساز,2,162,3,1,MDF,ايراني فرنگي,سراميک,ندارد,دارد,دارد,دارد,آسانسور استخر حیاط مستخدم چیلر سونا جکوزی گاز ,نوساز,تخلیه,سنگ,شخصي,غربی
608,1404/07/13,10573097,آپارتمان,مخفی,,شهران خ طوقانی,4,2,"4,770,000,000 تومان","101,489,000 تومان",17,4,47,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر ,17,مسکونی,سنگ,شخصي,جنوبی
609,1404/07/14,2460386,آپارتمان,مخفی,,سبلان جنوبی خ محمودی,6,1,"13,500,000,000 تومان","90,000,000 تومان",نوساز,6,150,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,ندارد,دارد,کولر آسانسور گاز ,نوساز,تخلیه,سنگ,شخصي,جنوبی
610,1404/07/14,10494825,آپارتمان,مخفی,,بنی هاشم نرسیده به  خ پرتوی,4,4,"10,000,000,000 تومان","100,000,000 تومان",11,2,100,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,11,مسکونی,سنگ,شخصي,شمالی
611,1404/07/12,10299903,آپارتمان,مخفی,,باغ فردوس خ توتونچی,9,2,"126,000,000,000 تومان","600,000,000 تومان",,مختلف,210,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,آسانسور استخر چیلر سونا جکوزی ,2,مسکونی,سنگ,شخصي,شرقی
612,1404/07/12,10571507,آپارتمان,مخفی,,فاطمی خ سیندخت شمالی,4,1,"8,700,000,000 تومان","131,818,000 تومان",16,2,66,1,1,MDF,ايرانی,سراميک,ندارد,ندارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,16,تخلیه,سنگ,شخصي,شمالی
613,1404/07/13,10736079,آپارتمان,مخفی,,نارمك میدان 16,4,1,"5,200,000,000 تومان","78,787,000 تومان",25,4,66,2,1,MDF,ايرانی,سراميک,ندارد,ندارد,دارد,ندارد,کولر پکیج ,25,مسکونی,سنگ,شخصي,شمالی
614,1404/07/13,10736025,آپارتمان,مخفی,,هنگام شمیران نو,3,2,"1,700,000,000 تومان","37,770,000 تومان",30,1,45,1,1,MDF,ايرانی,سراميک,دارد,ندارد,ندارد,ندارد,کولر گاز ,30,اجاره,سنگ,قولنامه اي,جنوبی
615,1404/07/13,10709053,آپارتمان,مخفی,,اپادانا خ خرمشهر  خ عربعلی,5,4,"13,200,000,000 تومان","220,000,000 تومان",,مختلف,60,1,1,MDF,فرنگی,سراميک,ندارد,دارد,دارد,دارد,آسانسور پکیج ,نوساز,تخلیه,سنگ,شخصي,شمالی
616,1404/07/14,10563925,آپارتمان,مخفی,,كن ایستگاه یخچال,3,1,"4,500,000,000 تومان","64,280,000 تومان",16,1,70,1,1,MDF,ايرانی,سراميک,دارد,ندارد,ندارد,ندارد,شوفاژ کولر گاز ,16,تخلیه,سنگ,شخصي,شمالی
617,1404/07/12,10078503,آپارتمان,مخفی,,نظام آباد خ مدنی جنوبی,5,1,"8,500,000,000 تومان","100,000,000 تومان",نوساز,2,85,2,1,هایگلاس,ايراني فرنگي,سراميک,دارد,ندارد,دارد,دارد,کولر آسانسور پکیج گاز ,نوساز,تخلیه,سنگ,شخصي,شمالی
618,1404/07/13,10575904,آپارتمان,مخفی,,فرجام غربی خ 37,5,3,"10,200,000,000 تومان","150,000,000 تومان",4,1,68,1,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,ندارد,دارد,آسانسور ,4,تخلیه,سنگ,شخصي,جنوبی
619,1404/07/12,10521870,آپارتمان,مخفی,,چیتگر شهرك شهید خرازی,25,8,"8,030,000,000 تومان","73,000,000 تومان",1,9,110,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,1,مسکونی,سنگ,تعاوني,جنوبی
620,1404/07/13,10735820,آپارتمان,مخفی,,نامجو خ سلمان فارسی,3,2,"2,900,000,000 تومان","72,500,000 تومان",25,3,40,1,1,MDF,فرنگی,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,25,مسکونی,سنگ,شخصي,جنوبی
621,1404/07/12,10300943,آپارتمان,مخفی,,وحیدیه نرسیده به ك بابایی,2,1,"9,500,000,000 تومان","9,223,300 تومان",30,2,103,2,1,فلزي,ايرانی,پارکت,دارد,ندارد,دارد,دارد,کولر گاز ,30,تخلیه,سنگ,شخصي,شمالی
622,1404/07/14,10736115,آپارتمان,مخفی,,لویزان خ فرشادی,3,2,"8,500,000,000 تومان","100,000,000 تومان",22,3,84,2,1,MDF,ايراني فرنگي,پارکت,دارد,دارد,دارد,ندارد,شوفاژ کولر ,22,تخلیه,سنگ,شخصي,جنوبی
623,1404/07/12,10572195,آپارتمان,مخفی,,آیت الله كاشانی خ بهنام,5,4,"9,200,000,000 تومان","161,400,000 تومان",12,2,57,1,1,MDF,ايراني فرنگي,پارکت,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,12,تخلیه,کامپوزيت,شخصي,جنوبی
624,1404/07/10,10735578,آپارتمان,مخفی,,امام حسین خ صفای غربی,4,2,"3,900,000,000 تومان","75,000,000 تومان",,1,52,1,1,هایگلاس,ايراني فرنگي,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر گاز ,18,تخلیه,گرانيت,شخصي,جنوبی
625,1404/07/12,10486884,آپارتمان,مخفی,,آیت الله كاشانی خ بهنام,5,2,"20,000,000,000 تومان","194,170,000 تومان",5,3,103,2,1,MDF,ايراني فرنگي,پارکت,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,5,تخلیه,سنگ,شخصي,جنوبی
626,1404/07/14,10575542,آپارتمان,مخفی,,پیروزی نبردشمالی,4,1,"7,100,000,000 تومان","105,970,000 تومان",21,1,67,2,1,MDF,ايرانی,پارکت,دارد,دارد,دارد,ندارد,شوفاژ کولر پکیج گاز ,21,تخلیه,سنگ,شخصي,شمالی
627,1404/07/12,10219989,آپارتمان,مخفی,,مجیدیه شمالی خ استاد حسن بنا,4,1,"6,700,000,000 تومان","119,642,000 تومان",,1,56,1,1,MDF,ايرانی,سراميک,دارد,ندارد,ندارد,ندارد,کولر پاسیو گاز ,17,اجاره,سنگ,شخصي,جنوبی
628,1404/07/14,10526627,آپارتمان,مخفی,,قیطریه میدان كتابی,5,1,"91,520,000,000 تومان","440,000,000 تومان",1,5,208,3,1,دلخواه,ايراني فرنگي,سنگ,ندارد,دارد,دارد,دارد,کولر آسانسور گاز ,1,تخلیه,سنگ,شخصي,جنوبی
629,1404/07/13,10736029,آپارتمان,مالك,,اكباتان خ بیمه خ ریاحی ساختمان شیلا,5,14,"10,600,000,000 تومان","113,970,000 تومان",,1,93,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,13,تخلیه,سنگ,شخصي,جنوبی
630,1404/07/13,10709054,آپارتمان,مخفی,,اپادانا خ خرمشهر  خ عربعلی,5,4,"16,060,000,000 تومان","220,000,000 تومان",,مختلف,73,2,1,MDF,فرنگی,سراميک,ندارد,دارد,دارد,دارد,آسانسور پکیج ,نوساز,تخلیه,سنگ,شخصي,شمالی
631,1404/07/13,10491323,آپارتمان,مخفی,,سعادت آباد خ رامین,5,2,"32,000,000,000 تومان","231,884,000 تومان",15,1,138,2,1,MDF,فرنگی,پارکت,دارد,دارد,دارد,دارد,کولر آسانسور پکیج گاز ,15,مسکونی,سنگ,شخصي,شمالی
632,1404/07/14,10574907,آپارتمان,مخفی,,پاسداران خ نیستان,5,2,"31,000,000,000 تومان","163,157,000 تومان",17,1,190,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,17,مسکونی,سنگ,شخصي,جنوبی
633,1404/07/12,10730495,آپارتمان,مخفی,,دبستان ك محمودی,4,2,"8,000,000,000 تومان","94,117,000 تومان",27,4,85,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,ندارد,شوفاژ کولر گاز ,27,مسکونی,سنگ,شخصي,جنوبی
634,1404/07/13,10732550,آپارتمان,مخفی,,خواجه نظام خ اجاره دار,4,1,"10,500,000,000 تومان","98,130,000 تومان",19,4,107,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر گاز ,19,مسکونی,سنگ,شخصي,جنوبی
635,1404/07/13,10259640,آپارتمان,مخفی,,تهران نو بلوار اشراقی,4,1,"6,500,000,000 تومان","72,222,000 تومان",15,4,90,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر ,15,مسکونی,سنگ,شخصي,جنوبی
636,1404/07/12,10729558,آپارتمان,مخفی,,سعادت آباد خ علامه جنوبی,5,4,"16,500,000,000 تومان","148,648,000 تومان",24,1,111,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,24,اجاره,سنگ,شخصي,شمالی
637,1404/07/12,10523196,آپارتمان,مخفی,,سعادت آباد خ آسمانها,4,1,"15,900,000,000 تومان","150,000,000 تومان",28,4,106,3,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر پکیج گاز ,28,مسکونی,سنگ,شخصي,جنوبی
638,1404/07/12,10524782,آپارتمان,مخفی,,شهرك راه آهن بلواركوهك,12,4,"11,700,000,000 تومان","100,000,000 تومان",16,2,117,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,16,مسکونی,ترکیبی,تعاوني,جنوبی
639,1404/07/13,10298006,آپارتمان,مخفی,,سعادت آباد خ سرو,6,4,"35,000,000,000 تومان","170,730,000 تومان",27,5,205,4,1,MDF,ايراني فرنگي,لامنيت,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,27,مسکونی,سنگ,شخصي,شمالی
640,1404/07/10,10575638,آپارتمان,مخفی,,چیتگر میدان دریاچه,21,6,"11,000,000,000 تومان","100,000,000 تومان",10,10,110,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور چیلر گاز ,10,مسکونی,سيمان,شخصي,شمالی
641,1404/07/10,10451996,آپارتمان,مخفی,,هنگام شمیران نو,4,1,"2,750,000,000 تومان","50,000,000 تومان",24,همكف,55,1,1,MDF,ايرانی,سراميک,دارد,ندارد,ندارد,ندارد,کولر گاز ,24,مسکونی,سنگ,قولنامه اي,جنوبی
642,1404/07/13,10735991,آپارتمان,مخفی,,حكیمیه خ سحر,4,2,"8,500,000,000 تومان","77,272,000 تومان",19,همكف,110,2,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,دارد,کولر گاز ,19,تخلیه,سنگ,شخصي,شمالی
643,1404/07/13,10553164,آپارتمان,مخفی,,تهران نو میدان اطلاعات,4,2,"5,800,000,000 تومان","90,625,000 تومان",22,همكف,64,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر ,22,مسکونی,سنگ,شخصي,جنوبی
644,1404/07/12,10525355,آپارتمان,مخفی,,تهرانپارس خ استخر 20 متری بوستان,5,3,"8,200,000,000 تومان","100,000,000 تومان",1,1,82,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,کولر آسانسور پاسیو پکیج ,1,اجاره,سنگ,شخصي,شمالی
645,1404/07/13,10735832,آپارتمان,مخفی,,فرجام غربی میدان 100,4,4,"6,700,000,000 تومان","108,064,000 تومان",15,1,62,1,1,MDF,ايرانی,پارکت,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,15,تخلیه,سنگ,شخصي,شمالی
646,1404/07/12,10116804,آپارتمان,مخفی,,هنگام شمیران نو خ غفاری,5,1,"3,000,000,000 تومان","46,153,000 تومان",8,2,65,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,دارد,شوفاژ کولر گاز ,8,تخلیه,سنگ,قولنامه اي,جنوبی
647,1404/07/13,10735992,آپارتمان,مخفی,,بلوارمرزداران خ ناهید,4,1,"9,200,000,000 تومان","126,027,000 تومان",16,1,73,2,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,16,تخلیه,سنگ,شخصي,جنوبی
648,1404/07/14,10418021,آپارتمان,مخفی,,گیشا خ البرز,3,1,"12,500,000,000 تومان","93,984,000 تومان",30,1,133,3,1,MDF,ايراني فرنگي,سراميک,ندارد,ندارد,دارد,ندارد,کولر گاز ,30,مسکونی,سنگ,شخصي,شمالی
649,1404/07/13,10496946,آپارتمان,مخفی,,نیاوران خ صبوری,6,2,"24,500,000,000 تومان","250,000,000 تومان",16,6,98,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,16,مسکونی,سنگ,شخصي,شمالی
650,1404/07/13,10733130,آپارتمان,مخفی,,نارمك میدان 50,5,1,"41,860,000,000 تومان","230,000,000 تومان",نوساز,1,182,3,1,MDF,ايراني فرنگي,سنگ,ندارد,دارد,دارد,دارد,آسانسور ,نوساز,تخلیه,سنگ,شخصي,شمالی
651,1404/07/13,10563149,آپارتمان,مخفی,,مجیدیه شمالی خ امیرنیا خ قادری,4,1,"7,000,000,000 تومان","140,000,000 تومان",,2,50,1,1,MDF,ايراني فرنگي,لامنيت,دارد,ندارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,10,تخلیه,سنگ,شخصي,شمالی
652,1404/07/13,10735827,آپارتمان,مخفی,,حكیمیه بلوار خرم,6,3,"7,800,000,000 تومان","105,405,000 تومان",9,3,74,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,9,مسکونی,سنگ,شخصي,جنوبی
653,1404/07/14,10736269,آپارتمان,مخفی,,خواجه نظام خ اجاره دار,3,1,"3,600,000,000 تومان","63,157,000 تومان",16,همكف,57,1,0,MDF,ايرانی,سراميک,دارد,ندارد,ندارد,ندارد,کولر گاز ,16,تخلیه,سنگ,مسکوني,شمالی
654,1404/07/14,10350028,آپارتمان,خسروی,,ایران فیاض بخش بن بست زارع نژاد پلاك 7,3,1,"17,000,000,000 تومان","117,241,000 تومان",,3,145,3,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر گاز ,30,مسکونی,سنگ,,شمالی
655,1404/07/12,10351164,آپارتمان,مخفی,,دولت چهارراه قنات,5,2,"26,640,000,000 تومان","180,000,000 تومان",4,4,148,3,2,MDF,ايرانی,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور ,4,تخلیه,سنگ,شخصي,جنوبی
656,1404/07/13,10183535,آپارتمان,مخفی,,جنت آباد شمالی نرسیده به خ گلزار,5,2,"12,200,000,000 تومان","140,229,000 تومان",20,2,87,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,20,مسکونی,تراورتن,شخصي,جنوبی
657,1404/07/13,10349814,آپارتمان,مخفی,,طرشت خ چوب تراش,8,3,"8,800,000,000 تومان","106,024,000 تومان",17,4,83,2,1,MDF,فرنگی,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,17,مسکونی,سنگ,شخصي,جنوبی
